classes;matiere;date;trimestre;sur;coeff;note;eleve_id;prof_id;niveau;niveau_de_classe;note_ponderee
1A;Espagnol;2023-10-12;Trimestre 1;20;1.0;19.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;19.0
1A;Mathématiques;2023-10-17;Trimestre 1;20;1.0;11.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;11.0
1A;SPC;2023-10-18;Trimestre 1;20;2.0;15.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;30.0
1A;Hist-Géo/EMC;2023-10-18;Trimestre 1;20;0.5;13.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;6.5
1A;Hist-Géo/EMC;2023-11-03;Trimestre 1;5;1.0;4.25;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;17.0
1A;SVT;2023-11-07;Trimestre 1;20;2.0;19.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;38.0
1A;Anglais;2023-11-07;Trimestre 1;20;1.0;18.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;18.0
1A;SPC;2023-11-13;Trimestre 1;20;1.0;14.5;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;14.5
1A;Arabe;2023-11-16;Trimestre 1;20;1.0;17.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;17.0
1A;Arabe;2023-11-16;Trimestre 1;20;2.0;18.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;36.0
1A;Hist-Géo/EMC;2023-11-17;Trimestre 1;20;1.0;14.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;14.0
1A;Français;2023-11-20;Trimestre 1;20;2.0;14.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;28.0
1A;EPS;2023-11-23;Trimestre 1;20;1.0;18.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8;lycée;Première;18.0
1A;Anglais;2023-11-23;Trimestre 1;20;1.0;17.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;17.0
1A;Anglais;2023-11-26;Trimestre 1;20;2.0;19.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;38.0
1A;SPC;2023-11-27;Trimestre 1;20;2.0;15.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;30.0
1A;Hist-Géo/EMC;2023-11-27;Trimestre 1;14;0.5;10.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;7.142857142857143
1A;Mathématiques;2023-11-28;Trimestre 1;30;1.0;24.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;16.0
1A;Hist-Géo/EMC;2023-11-29;Trimestre 1;20;2.0;17.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;34.0
1A;Espagnol;2023-11-30;Trimestre 1;20;2.0;19.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;38.0
1A;SVT;2023-12-01;Trimestre 1;20;2.0;17.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;34.0
1A;SPC;2023-12-04;Trimestre 1;20;2.0;14.5;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;29.0
1A;Hist-Géo/EMC;2023-12-05;Trimestre 1;20;1.0;13.5;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;13.5
1A;Français;2023-12-06;Trimestre 1;20;1.0;16.0;L4QL8ltgetnUp0hCH1kvkkOXLhS4gL5w0theSjYVYc4;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;16.0
1A;Français;2023-09-21;Trimestre 1;20;1.0;15.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;15.0
1A;SPC;2023-09-25;Trimestre 1;20;0.5;14.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;7.0
1A;Mathématiques;2023-09-26;Trimestre 1;20;1.0;10.5;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;10.5
1A;Hist-Géo/EMC;2023-09-27;Trimestre 1;10;1.0;8.75;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;17.5
1A;Arabe;2023-10-04;Trimestre 1;20;2.0;18.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;36.0
1A;SPC;2023-10-05;Trimestre 1;10;1.0;9.25;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;18.5
1A;SPC;2023-10-05;Trimestre 1;10;1.0;8.5;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;17.0
1A;Hist-Géo/EMC;2023-10-09;Trimestre 1;20;2.0;9.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;18.0
1A;Espagnol;2023-10-10;Trimestre 1;10;1.0;10.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;20.0
1A;Espagnol;2023-10-12;Trimestre 1;20;1.0;17.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;17.0
1A;Mathématiques;2023-10-17;Trimestre 1;20;1.0;9.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;9.0
1A;SPC;2023-10-18;Trimestre 1;20;2.0;5.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;10.0
1A;Hist-Géo/EMC;2023-10-18;Trimestre 1;20;0.5;17.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;8.5
1A;Hist-Géo/EMC;2023-11-03;Trimestre 1;5;1.0;;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;nan
1A;SVT;2023-11-07;Trimestre 1;20;2.0;15.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;30.0
1A;Anglais;2023-11-07;Trimestre 1;20;1.0;18.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;18.0
1A;SPC;2023-11-13;Trimestre 1;20;1.0;16.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;16.0
1A;Arabe;2023-11-16;Trimestre 1;20;1.0;16.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;16.0
1A;Arabe;2023-11-16;Trimestre 1;20;2.0;14.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;28.0
1A;Hist-Géo/EMC;2023-11-17;Trimestre 1;20;1.0;13.5;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;13.5
1A;Français;2023-11-20;Trimestre 1;20;2.0;10.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;20.0
1A;EPS;2023-11-23;Trimestre 1;20;1.0;17.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8;lycée;Première;17.0
1A;Anglais;2023-11-23;Trimestre 1;20;1.0;17.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;17.0
1A;Anglais;2023-11-26;Trimestre 1;20;2.0;18.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;36.0
1A;SPC;2023-11-27;Trimestre 1;20;2.0;15.5;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;31.0
1A;Hist-Géo/EMC;2023-11-27;Trimestre 1;14;0.5;11.5;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;8.214285714285714
1A;Mathématiques;2023-11-28;Trimestre 1;30;1.0;7.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;4.666666666666667
1A;Hist-Géo/EMC;2023-11-29;Trimestre 1;20;2.0;15.5;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;31.0
1A;Espagnol;2023-11-30;Trimestre 1;20;2.0;20.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;40.0
1A;SVT;2023-12-01;Trimestre 1;20;2.0;19.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;38.0
1A;SPC;2023-12-04;Trimestre 1;20;2.0;9.5;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;19.0
1A;Hist-Géo/EMC;2023-12-05;Trimestre 1;20;1.0;16.5;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;16.5
1A;Français;2023-12-06;Trimestre 1;20;1.0;13.0;H_euoKbCaEqXVKQ3jtX7_Z9LaA4YN_Tj7-FHjOpAZqY;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;13.0
1A;Français;2023-09-21;Trimestre 1;20;1.0;12.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;12.0
1A;SPC;2023-09-25;Trimestre 1;20;0.5;14.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;7.0
1A;Mathématiques;2023-09-26;Trimestre 1;20;1.0;8.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;8.0
1A;Hist-Géo/EMC;2023-09-27;Trimestre 1;10;1.0;9.5;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;19.0
1A;Arabe;2023-10-04;Trimestre 1;20;2.0;18.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;36.0
1A;SPC;2023-10-05;Trimestre 1;10;1.0;7.75;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;15.5
1A;SPC;2023-10-05;Trimestre 1;10;1.0;8.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;16.0
1A;Hist-Géo/EMC;2023-10-09;Trimestre 1;20;2.0;12.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;24.0
1A;Espagnol;2023-10-10;Trimestre 1;10;1.0;8.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;16.0
1A;Espagnol;2023-10-12;Trimestre 1;20;1.0;17.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;17.0
1A;Mathématiques;2023-10-17;Trimestre 1;20;1.0;11.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;11.0
1A;SPC;2023-10-18;Trimestre 1;20;2.0;7.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;14.0
1A;Hist-Géo/EMC;2023-10-18;Trimestre 1;20;0.5;16.5;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;8.25
1A;Hist-Géo/EMC;2023-11-03;Trimestre 1;5;1.0;3.5;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;14.0
1A;SVT;2023-11-07;Trimestre 1;20;2.0;15.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;30.0
1A;Anglais;2023-11-07;Trimestre 1;20;1.0;15.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;15.0
1A;SPC;2023-11-13;Trimestre 1;20;1.0;16.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;16.0
1A;Arabe;2023-11-16;Trimestre 1;20;1.0;15.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;15.0
1A;Arabe;2023-11-16;Trimestre 1;20;2.0;12.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;24.0
1A;Hist-Géo/EMC;2023-11-17;Trimestre 1;20;1.0;14.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;14.0
1A;Français;2023-11-20;Trimestre 1;20;2.0;13.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;26.0
1A;EPS;2023-11-23;Trimestre 1;20;1.0;18.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;wLaK3adgNmfEbAcM2yKRxB2xzndhVK_T02g9h5H3Zo8;lycée;Première;18.0
1A;Anglais;2023-11-23;Trimestre 1;20;1.0;16.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;16.0
1A;Anglais;2023-11-26;Trimestre 1;20;2.0;16.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;32.0
1A;SPC;2023-11-27;Trimestre 1;20;2.0;7.5;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;15.0
1A;Hist-Géo/EMC;2023-11-27;Trimestre 1;14;0.5;12.25;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;8.75
1A;Mathématiques;2023-11-28;Trimestre 1;30;1.0;17.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;11.333333333333332
1A;Hist-Géo/EMC;2023-11-29;Trimestre 1;20;2.0;10.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;20.0
1A;Espagnol;2023-11-30;Trimestre 1;20;2.0;18.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;36.0
1A;SVT;2023-12-01;Trimestre 1;20;2.0;17.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;34.0
1A;SPC;2023-12-04;Trimestre 1;20;2.0;10.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;20.0
1A;Hist-Géo/EMC;2023-12-05;Trimestre 1;20;1.0;15.5;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;15.5
1A;Français;2023-12-06;Trimestre 1;20;1.0;14.0;M_dfb_cusVE8FUwHIR6wNBQVsTK96E2GDKV6cxHciMI;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;14.0
1A;Français;2023-09-21;Trimestre 1;20;1.0;7.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;0-qkoCBCeu1-A2WvQZEecuK98nvosoTdzUTdiI6lwDo;lycée;Première;7.0
1A;SPC;2023-09-25;Trimestre 1;20;0.5;13.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;6.5
1A;Mathématiques;2023-09-26;Trimestre 1;20;1.0;8.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;8.0
1A;Hist-Géo/EMC;2023-09-27;Trimestre 1;10;1.0;7.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;14.0
1A;Arabe;2023-10-04;Trimestre 1;20;2.0;;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;t8jRAdLt_P0Ai2D2pyBamlLBFMnN_k9Od6ycTUB98oA;lycée;Première;nan
1A;SPC;2023-10-05;Trimestre 1;10;1.0;8.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;16.0
1A;SPC;2023-10-05;Trimestre 1;10;1.0;5.25;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;10.5
1A;Hist-Géo/EMC;2023-10-09;Trimestre 1;20;2.0;13.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;26.0
1A;Espagnol;2023-10-10;Trimestre 1;10;1.0;10.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;20.0
1A;Espagnol;2023-10-12;Trimestre 1;20;1.0;18.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;zNX9hPKSe5digzte7ULGxigOUJV9ZyU7xUZI2DFzIyM;lycée;Première;18.0
1A;Mathématiques;2023-10-17;Trimestre 1;20;1.0;8.5;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;JumFXm1J2Jm1zAFbJ-KKVcMFxl2mfiu882gBggAozMg;lycée;Première;8.5
1A;SPC;2023-10-18;Trimestre 1;20;2.0;6.5;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;aR5r7eJWG3uAF4iOt4zShmtqKpBy0liTVOxdOWKG6_c;lycée;Première;13.0
1A;Hist-Géo/EMC;2023-10-18;Trimestre 1;20;0.5;17.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;8.5
1A;Hist-Géo/EMC;2023-11-03;Trimestre 1;5;1.0;3.25;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;MkTDEy0fzub_lzFNRBxLLG0sLd5mzSpMxX3wx8l6Guo;lycée;Première;13.0
1A;SVT;2023-11-07;Trimestre 1;20;2.0;15.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;7dLZyMhOF_FPmomOc2iu30jdKEJUFwLL3G2BAqLUUCc;lycée;Première;30.0
1A;Anglais;2023-11-07;Trimestre 1;20;1.0;15.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;X58dVOypPle6RruL80DrCLqnnP28AUXsT9dGfVW02c0;lycée;Première;15.0
1A;SPC;2023-11-13;Trimestre 1;20;1.0;16.0;DyJf1T4yDLgrUi52e67pJRZ2osLJ06bgQGRyybEHGAw;zalvxQljlC_iyENJQK4qClMhXqp3ZogCFPq9JR9Yalw;lycée;Première;16.0
